name,place,sum_views,pref,geometry,address
東野英治郎,日野町,175097.0,滋賀県,POINT (136.262863 35.0129115),"日野町, 蒲生郡, 滋賀県, 日本"
小林一三,韮崎市,174869.0,山梨県,POINT (138.409373 35.717518),"韮崎市, 山梨県, 日本"
石破茂,八頭町,172455.0,鳥取県,POINT (134.2505864 35.4092325),"八頭町, 八頭郡, 鳥取県, 日本"
山田まりや,深浦町,172334.0,青森県,POINT (139.927454 40.6473448),"深浦町, 西津軽郡, 青森県, 日本"
森繁和,一宮町,172284.0,千葉県,POINT (140.3686619 35.3728017),"一宮町, 長生郡, 千葉県, 日本"
西部邁,長万部町,172181.0,北海道,POINT (140.3803643 42.5136101),"長万部町, 山越郡, 渡島総合振興局, 北海道, 日本"
薬丸裕英,武蔵村山市,171995.0,東京都,POINT (139.385637 35.756509),"武蔵村山市, 東京都, 日本"
芳村真理,石巻市,170959.0,宮城県,POINT (141.3028087 38.4341281),"石巻市, 宮城県, 日本"
八木真澄,井手町,170864.0,京都府,POINT (135.8340929 34.8084491),"井手町, 綴喜郡, 京都府, 日本"
室井滋,滑川市,170836.0,富山県,POINT (137.3413791 36.7643429),"滑川市, 富山県, 日本"
土屋礼央,国分寺市,170608.0,東京都,POINT (139.454224 35.709674),"国分寺市, 東京都, 日本"
佐々岡真司,浜田市,170156.0,島根県,POINT (132.0799984 34.8991982),"浜田市, 島根県, 日本"
くまいもとこ,昭島市,169026.0,東京都,POINT (139.350065 35.70248),"昭島市, 東京都, 日本"
長野美郷,みよし市,168085.0,愛知県,POINT (137.099531 35.0993323),"みよし市, 愛知県, 日本"
萩尾望都,飯能市,166720.0,埼玉県,POINT (139.3276436 35.8556902),"飯能市, 埼玉県, 日本"
清春,多治見市,166367.0,岐阜県,POINT (137.127762 35.3357572),"多治見市, 岐阜県, 日本"
川谷拓三,室戸市,165544.0,高知県,POINT (134.1522806 33.2898523),"室戸市, 高知県, 781-7185, 日本"
三浦洋一 (俳優),岩倉市,165463.0,愛知県,POINT (136.870713 35.274632),"岩倉市, 愛知県, 日本"
石毛宏典,旭市,164271.0,千葉県,POINT (140.6464527 35.7204126),"旭市, 千葉県, 日本"
法然,久米南町,163796.0,岡山県,POINT (133.9607996 34.9294035),"久米南町, 久米郡, 岡山県, 709-3614, 日本"
平賀源内,さぬき市,163478.0,香川県,POINT (134.1890881 34.2931892),"さぬき市, 香川県, 日本"
鈴木唯人,葉山町,163367.0,神奈川県,POINT (139.5931769 35.2729088),"葉山町, 三浦郡, 神奈川県, 240-0112, 日本"
高橋惠子,標茶町,162362.0,北海道,POINT (144.600726 43.303382),"標茶町, 川上郡, 釧路総合振興局, 北海道, 日本"
獣神サンダー・ライガー,粕屋町,162266.0,福岡県,POINT (130.4736739 33.6240011),"粕屋町, 糟屋郡, 福岡県, 日本"
北原白秋,南関町,161736.0,熊本県,POINT (130.54872 33.0375098),"南関町, 玉名郡, 熊本県, 日本"
福本清三,香美町,161364.0,兵庫県,POINT (134.6293314 35.6321694),"香美町, 美方郡, 兵庫県, 日本"
鳥越俊太郎,うきは市,161290.0,福岡県,POINT (130.7552293 33.3473997),"うきは市, 福岡県, 839-1412, 日本"
田中義剛,中札内村,161197.0,北海道,POINT (143.1323776 42.6977746),"中札内村, 河西郡, 十勝総合振興局, 北海道, 089-1353, 日本"
中原丈雄,湯前町,160049.0,熊本県,POINT (131.009295 32.274687),"湯前町, 球磨郡, 熊本県, 日本"
清田育宏,鎌ケ谷市,159991.0,千葉県,POINT (140.0007147 35.7766455),"鎌ケ谷市, 千葉県, 日本"
與真司郎,八幡市,159421.0,京都府,POINT (135.7164 34.860714),"八幡市, 京都府, 日本"
平野美宇,中央市,158300.0,山梨県,POINT (138.520992 35.589199),"中央市, 山梨県, 日本"
中尾孝義,加西市,157935.0,兵庫県,POINT (134.8600505 34.929109),"加西市, 兵庫県, 日本"
黒部進,黒部市,157585.0,富山県,POINT (137.4478857 36.8712828),"黒部市, 富山県, 日本"
岸本斉史,奈義町,157555.0,岡山県,POINT (134.1775918 35.12311),"奈義町, 勝田郡, 岡山県, 日本"
梅野隆太郎,那珂川市,157443.0,福岡県,POINT (130.4216086 33.4994449),"那珂川市, 福岡県, 日本"
田中要次,木曽町,156010.0,長野県,POINT (137.651902 35.899967),"木曽町, 木曽郡, 長野県, 日本"
平田勝男,松浦市,155692.0,長崎県,POINT (129.7088042 33.3410429),"松浦市, 長崎県, 日本"
レイザーラモンRG,甲佐町,155157.0,熊本県,POINT (130.818283 32.66589),"甲佐町, 上益城郡, 熊本県, 日本"
中村俊介,草津町,154840.0,群馬県,POINT (138.5960851 36.6206672),"草津町, 吾妻郡, 群馬県, 日本"
寺島実郎,沼田町,153155.0,北海道,POINT (141.9339503 43.8068107),"沼田町, 雨竜郡, 空知総合振興局, 北海道, 078-2222, 日本"
北の湖敏満,壮瞥町,153116.0,北海道,POINT (140.8858173 42.5519557),"壮瞥町, 有珠郡, 胆振総合振興局, 北海道, 049-5731, 日本"
大島康徳,築上町,152238.0,福岡県,POINT (131.0563305 33.6560627),"築上町, 築上郡, 福岡県, 日本"
大島康徳,中津市,152238.0,大分県,POINT (131.1883225 33.5982794),"中津市, 大分県, 日本"
砂川リチャード,中城村,151668.0,沖縄県,POINT (127.785374 26.265087),"中城村, 中頭郡, 沖縄県, 日本"
阪東妻三郎,習志野市,151303.0,千葉県,POINT (140.018956 35.670572),"習志野市, 千葉県, 日本"
高田聖子,斑鳩町,150278.0,奈良県,POINT (135.7315589 34.605132),"斑鳩町, 生駒郡, 奈良県, 日本"
こまどり姉妹,士別市,150172.0,北海道,POINT (142.4001645 44.1785114),"士別市, 上川総合振興局, 北海道, 日本"
伊勢正三,津久見市,149916.0,大分県,POINT (131.861347 33.0722942),"津久見市, 大分県, 879-2435, 日本"
中島史恵,須坂市,149738.0,長野県,POINT (138.3071289 36.6510923),"須坂市, 長野県, 382-0086, 日本"
金城哲夫,南風原町,149127.0,沖縄県,POINT (127.729369 26.192634),"南風原町, 島尻郡, 沖縄県, 日本"
山本博 (お笑い芸人),邑楽町,148165.0,群馬県,POINT (139.4614213 36.2529764),"邑楽町, 邑楽郡, 群馬県, 370-0603, 日本"
峰竜太,下條村,147491.0,長野県,POINT (137.7864065 35.3971499),"下條村, 下伊那郡, 長野県, 日本"
ガッツ石松,大槌町,147204.0,岩手県,POINT (141.9001305 39.3584659),"大槌町, 上閉伊郡, 岩手県, 028-1101, 日本"
ガッツ石松,鹿沼市,147204.0,栃木県,POINT (139.7452455 36.5672916),"鹿沼市, 栃木県, 日本"
神保悟志,清水町,146935.0,静岡県,POINT (138.898974 35.10764),"清水町, 駿東郡, 静岡県, 日本"
林下詩美,奄美市,146547.0,鹿児島県,POINT (129.4938985 28.3776614),"奄美市, 鹿児島県, 日本"
大石良雄,赤穂市,146374.0,兵庫県,POINT (134.3773595 34.7897555),"赤穂市, 兵庫県, 日本"
水上由伸,宮田村,144702.0,長野県,POINT (137.8868815 35.7600254),"宮田村, 上伊那郡, 長野県, 日本"
宮﨑香蓮,島原市,144321.0,長崎県,POINT (130.3705411 32.788084),"島原市, 長崎県, 日本"
髙部瑛斗,寒川町,144177.0,神奈川県,POINT (139.3837849 35.3729223),"寒川町, 高座郡, 神奈川県, 日本"
泉重千代,伊仙町,144071.0,鹿児島県,POINT (128.9497335 27.6679356),"伊仙町, 大島郡, 鹿児島県, 日本"
垣花正,宮古島市,143475.0,沖縄県,POINT (125.2811296 24.8054647),"宮古島市, 沖縄県, 日本"
松居直美 (タレント),つくば市,143407.0,茨城県,POINT (140.0765098 36.0833877),"つくば市, 茨城県, 日本"
青木源太,岬町,143312.0,大阪府,POINT (135.1463988 34.301357),"岬町, 泉南郡, 大阪府, 日本"
櫻井淳子,鶴ヶ島市,143109.0,埼玉県,POINT (139.3929735 35.9346812),"鶴ヶ島市, 埼玉県, 日本"
福留功男,香美市,143073.0,高知県,POINT (133.6860078 33.603777),"香美市, 高知県, 782-0009, 日本"
峯田和伸,山辺町,142802.0,山形県,POINT (140.2622635 38.2894373),"山辺町, 東村山郡, 山形県, 日本"
池森秀一,岩内町,142245.0,北海道,POINT (140.5147577 42.9797765),"岩内町, 岩内郡, 後志総合振興局, 北海道, 日本"
麻丘めぐみ,日出町,141807.0,大分県,POINT (131.5322622 33.3690119),"日出町, 速見郡, 大分県, 日本"
上田馬之助 (プロレスラー),弥富市,140119.0,愛知県,POINT (136.747831 35.098209),"弥富市, 愛知県, 日本"
笑福亭仁鶴 (3代目),交野市,139774.0,大阪府,POINT (135.678333 34.792144),"交野市, 大阪府, 576-0041, 日本"
滝川一益,甲賀市,139628.0,滋賀県,POINT (136.1655415 34.9625992),"甲賀市, 滋賀県, 日本"
舞の海秀平,鰺ヶ沢町,138983.0,青森県,POINT (140.2086692 40.7798858),"鰺ヶ沢町, 西津軽郡, 青森県, 日本"
有島武郎,ニセコ町,138766.0,北海道,POINT (140.6873034 42.804684),"ニセコ町, 虻田郡, 後志総合振興局, 北海道, 日本"
塩見三省,綾部市,138540.0,京都府,POINT (135.353791 35.359169),"綾部市, 京都府, 623-0007, 日本"
飯伏幸太,姶良市,138271.0,鹿児島県,POINT (130.6276569 31.7282816),"姶良市, 鹿児島県, 日本"
牛島和彦,河合町,138271.0,奈良県,POINT (135.7369608 34.5782685),"河合町, 北葛城郡, 奈良県, 636-8501, 日本"
加藤晴彦,可児市,137956.0,岐阜県,POINT (137.0613166 35.4261093),"可児市, 岐阜県, 日本"
BONNIE PINK,南丹市,137719.0,京都府,POINT (135.51952 35.2027706),"南丹市, 京都府, 日本"
仁支川峰子,赤村,137216.0,福岡県,POINT (130.874301 33.621175),"赤村, 田川郡, 福岡県, 日本"
橋本聖子,安平町,136725.0,北海道,POINT (141.8178742 42.7626739),"安平町, 勇払郡, 胆振総合振興局, 北海道, 日本"
武者小路実篤,木城町,136332.0,宮崎県,POINT (131.4231524 32.2102277),"木城町, 児湯郡, 宮崎県, 日本"
柾木玲弥,当別町,135712.0,北海道,POINT (141.5171615 43.223678),"当別町, 石狩郡, 石狩振興局, 北海道, 日本"
山口剛史,南富良野町,135587.0,北海道,POINT (142.5680408 43.1641782),"南富良野町, 空知郡, 上川総合振興局, 北海道, 日本"
渡辺綱,鴻巣市,135185.0,埼玉県,POINT (139.5221055 36.0657583),"鴻巣市, 埼玉県, 日本"
平山浩行,瑞穂市,134839.0,岐阜県,POINT (136.6911268 35.3919614),"瑞穂市, 岐阜県, 日本"
正田英三郎,館林市,134768.0,群馬県,POINT (139.5421576 36.2454338),"館林市, 群馬県, 日本"
高乃麗,東金市,134698.0,千葉県,POINT (140.3662589 35.5600309),"東金市, 千葉県, 日本"
円広志,東洋町,134558.0,高知県,POINT (134.2429417 33.5230707),"東洋町, 安芸郡, 高知県, 日本"
虻川美穂子,杉戸町,134552.0,埼玉県,POINT (139.7367449 36.0258483),"杉戸町, 北葛飾郡, 埼玉県, 345-0036, 日本"
田中健 (俳優),筑後市,134456.0,福岡県,POINT (130.5017727 33.2123783),"筑後市, 福岡県, 日本"
水野良樹,海老名市,132985.0,神奈川県,POINT (139.389999 35.419984),"海老名市, 神奈川県, 日本"
岡本真夜,四万十市,132727.0,高知県,POINT (132.9336984 32.9912232),"四万十市, 高知県, 日本"
藤沢和雄,苫小牧市,132187.0,北海道,POINT (141.6055453 42.6340602),"苫小牧市, 胆振総合振興局, 北海道, 日本"
銀次,普代村,132038.0,岩手県,POINT (141.8859169 40.0051942),"普代村, 下閉伊郡, 岩手県, 日本"
宍戸錠,白石市,132000.0,宮城県,POINT (140.6200214 38.0023671),"白石市, 宮城県, 日本"
細川たかし,真狩村,131403.0,北海道,POINT (140.8039299 42.7629884),"真狩村, 虻田郡, 後志総合振興局, 北海道, 日本"
穂積隆信,伊豆の国市,131250.0,静岡県,POINT (138.961915 35.035531),"伊豆の国市, 静岡県, 日本"
渡瀬マキ,鳥羽市,130821.0,三重県,POINT (136.8293576 34.4714464),"鳥羽市, 三重県, 517-0011, 日本"
キートン山田,むかわ町,130570.0,北海道,POINT (141.9268704 42.5748177),"むかわ町, 勇払郡, 胆振総合振興局, 北海道, 日本"
清水ミチコ,高山市,130391.0,岐阜県,POINT (137.2510322 36.1396246),"高山市, 岐阜県, 日本"
菅野祐悟,塩谷町,129195.0,栃木県,POINT (139.85063 36.7776275),"塩谷町, 塩谷郡, 栃木県, 日本"
奈美悦子,広陵町,129133.0,奈良県,POINT (135.7504402 34.5425776),"広陵町, 北葛城郡, 奈良県, 日本"
モンキー・パンチ,浜中町,129028.0,北海道,POINT (145.1311624 43.0759417),"浜中町, 厚岸郡, 釧路総合振興局, 北海道, 日本"
宮川彬良,留萌市,128718.0,北海道,POINT (141.6368171 43.941029),"留萌市, 留萌振興局, 北海道, 日本"
山田耕筰,蟹江町,128272.0,愛知県,POINT (136.784005 35.121923),"蟹江町, 海部郡, 愛知県, 日本"
田嶋陽子,浅口市,128043.0,岡山県,POINT (133.5849605 34.5279193),"浅口市, 岡山県, 714-0101, 日本"
徳田虎雄,徳之島町,127574.0,鹿児島県,POINT (129.002112 27.747012),"徳之島町, 大島郡, 鹿児島県, 日本"
ハイキングウォーキング,南魚沼市,127384.0,新潟県,POINT (138.8760989 37.0655723),"南魚沼市, 新潟県, 日本"
豊田佐吉,湖西市,127174.0,静岡県,POINT (137.531599 34.710542),"湖西市, 静岡県, 日本"
平沢勝栄,白川村,127089.0,岐阜県,POINT (136.898667 36.2712122),"白川村, 大野郡, 岐阜県, 日本"
岩松了,川棚町,126726.0,長崎県,POINT (129.8532263 33.0745898),"川棚町, 東彼杵郡, 長崎県, 日本"
小椋久美子,川越町,126427.0,三重県,POINT (136.6795688 35.0178494),"川越町, 三重郡, 三重県, 日本"
井上小百合,本庄市,125603.0,埼玉県,POINT (139.1916278 36.2435937),"本庄市, 埼玉県, 日本"
渡辺貴洋,胎内市,125095.0,新潟県,POINT (139.4102658 38.0596893),"胎内市, 新潟県, 日本"
久保竜彦,筑前町,124818.0,福岡県,POINT (130.5953934 33.4571433),"筑前町, 朝倉郡, 福岡県, 838-0228, 日本"
鼠先輩,赤磐市,123457.0,岡山県,POINT (134.0188207 34.7553412),"赤磐市, 岡山県, 日本"
戸田懐生,高浜市,122768.0,愛知県,POINT (136.988604 34.920796),"高浜市, 愛知県, 日本"
柳町達,稲敷市,121524.0,茨城県,POINT (140.3035744 35.9722781),"稲敷市, 茨城県, 日本"
高山右近,豊能町,121034.0,大阪府,POINT (135.495144 34.923949),"豊能町, 豊能郡, 大阪府, 563-0105, 日本"
阿知波信介,益田市,120989.0,島根県,POINT (131.8428933 34.6748584),"益田市, 島根県, 日本"
桂文珍,丹波篠山市,120113.0,兵庫県,POINT (135.2193373 35.075757),"丹波篠山市, 兵庫県, 日本"
皆川賢太郎,湯沢町,119900.0,新潟県,POINT (138.8170795 36.9338793),"湯沢町, 南魚沼郡, 新潟県, 日本"
三橋貴明,山鹿市,119753.0,熊本県,POINT (130.6911907 33.0177456),"山鹿市, 熊本県, 861-0602, 日本"
木野花,横浜町,117762.0,青森県,POINT (141.2478217 41.0830879),"横浜町, 上北郡, 青森県, 日本"
西村智奈美,燕市,117335.0,新潟県,POINT (138.880236 37.722228),"岩室, 岩室停車場線, 西蒲区, 新潟市, 新潟県, 953-0123, 日本"
田中健二朗,新城市,117170.0,愛知県,POINT (137.533234 34.946784),"新城市, 愛知県, 日本"
布川敏和,上野原市,117008.0,山梨県,POINT (139.08775 35.632505),"上野原市, 山梨県, 日本"
金石昭人,白川町,116825.0,岐阜県,POINT (137.1895472 35.5808397),"白川町, 加茂郡, 岐阜県, 509-1192, 日本"
生島ヒロシ,気仙沼市,116435.0,宮城県,POINT (141.5698223 38.9080078),"気仙沼市, 宮城県, 日本"
伴都美子,山都町,116422.0,熊本県,POINT (131.049859 32.699616),"山都町, 上益城郡, 熊本県, 861-3671, 日本"
志村喬,朝来市,116359.0,兵庫県,POINT (134.8527042 35.3398402),"朝来市, 兵庫県, 日本"
つのだじろう,塙町,115899.0,福島県,POINT (140.4093643 36.9571857),"塙町, 東白川郡, 福島県, 日本"
細川ふみえ,むつ市,115303.0,青森県,POINT (141.1831247 41.2928444),"むつ市, 青森県, 日本"
ポール牧,天塩町,115216.0,北海道,POINT (141.7453842 44.8883845),"天塩町, 天塩郡, 留萌振興局, 北海道, 日本"
逢田梨香子,長井市,115124.0,山形県,POINT (140.0403265 38.1074816),"長井市, 山形県, 993-0014, 日本"
中島卓也 (野球),宇美町,115074.0,福岡県,POINT (130.5110964 33.5677324),"宇美町, 糟屋郡, 福岡県, 日本"
美馬学,取手市,115072.0,茨城県,POINT (140.050178 35.9115323),"取手市, 茨城県, 日本"
高村光太郎,九十九里町,114752.0,千葉県,POINT (140.4402007 35.5350845),"九十九里町, 山武郡, 千葉県, 283-0102, 日本"
佐分利信,歌志内市,114444.0,北海道,POINT (142.0345999 43.5213549),"歌志内市, 空知総合振興局, 北海道, 日本"
本間朋晃,東根市,114332.0,山形県,POINT (140.391304 38.4312437),"東根市, 山形県, 日本"
桃田賢斗,富岡町,113704.0,福島県,POINT (141.0089089 37.3451804),"富岡町, 双葉郡, 福島県, 日本"
遠藤聖大,穴水町,113659.0,石川県,POINT (136.9018721 37.2291113),"穴水町, 鳳珠郡, 石川県, 日本"
渡邉陸,西原村,113496.0,熊本県,POINT (130.933592 32.823477),"西原村, 阿蘇郡, 熊本県, 日本"
宮里藍,東村,112918.0,沖縄県,POINT (128.181489 26.638966),"東村, 国頭郡, 沖縄県, 日本"
假屋崎省吾,青木村,111691.0,長野県,POINT (138.1239843 36.3727204),"青木村, 小県郡, 長野県, 日本"
勝俣翔貴,箱根町,111230.0,神奈川県,POINT (139.031616 35.222919),"箱根町, 足柄下郡, 神奈川県, 日本"
廣田あいか,駒ヶ根市,111160.0,長野県,POINT (137.9389254 35.7296709),"駒ヶ根市, 長野県, 日本"
淵上泰史,新宮市,111157.0,和歌山県,POINT (135.9930029 33.7241003),"新宮市, 和歌山県, 日本"
小松辰雄,志賀町,110981.0,石川県,POINT (136.7577514 37.0664255),"志賀町, 羽咋郡, 石川県, 日本"
日置明子,智頭町,110785.0,鳥取県,POINT (134.226606 35.265053),"智頭町, 八頭郡, 鳥取県, 日本"
旭富士正也,つがる市,110166.0,青森県,POINT (140.3803311 40.8087605),"つがる市, 青森県, 038-3192, 日本"
近藤喜文,五泉市,109574.0,新潟県,POINT (139.1826005 37.7444474),"五泉市, 新潟県, 959-1875, 日本"
神野大地,津島市,109273.0,愛知県,POINT (136.7582134 35.1667843),"津島市, 愛知県, 日本"
源田実,安芸太田町,109190.0,広島県,POINT (132.2271423 34.5766489),"安芸太田町, 山県郡, 広島県, 日本"
花*花,高砂市,109144.0,兵庫県,POINT (134.7880412 34.7739854),"高砂市, 兵庫県, 日本"
鈴木大地 (野球),小山町,108503.0,静岡県,POINT (138.934829 35.369862),"小山町, 駿東郡, 静岡県, 日本"
ラッシャー木村,中川町,107645.0,北海道,POINT (142.0717192 44.8114611),"中川町, 中川郡(天塩国), 上川総合振興局, 北海道, 日本"
菊池彩花,南相木村,106725.0,長野県,POINT (138.5488501 36.0278016),"南相木村, 南佐久郡, 長野県, 384-1211, 日本"
川越達也,国富町,106554.0,宮崎県,POINT (131.2889235 32.0486435),"国富町, 東諸県郡, 宮崎県, 日本"
松尾スズキ,小城市,106407.0,佐賀県,POINT (130.2171043 33.2738076),"小城市, 佐賀県, 日本"
松尾スズキ,阿久根市,106407.0,鹿児島県,POINT (130.1927415 32.0143139),"阿久根市, 鹿児島県, 日本"
山中慎介,湖南市,106386.0,滋賀県,POINT (136.0722504 35.0088571),"湖南市, 滋賀県, 日本"
香月一也,水巻町,106342.0,福岡県,POINT (130.686189 33.869715),"水巻町, 遠賀郡, 福岡県, 日本"
岩谷麻優,美祢市,105889.0,山口県,POINT (131.2054466 34.1666165),"美祢市, 山口県, 日本"
西川のりお,川上村,105708.0,奈良県,POINT (135.9546163 34.3383074),"川上村, 吉野郡, 奈良県, 日本"
内柴正人,合志市,105621.0,熊本県,POINT (130.7824906 32.8946406),"合志市, 熊本県, 861-1102, 日本"
いわさきちひろ,松川村,105166.0,長野県,POINT (137.8542754 36.424061),"松川村, 北安曇郡, 長野県, 日本"
阿部勇樹,紫波町,104506.0,岩手県,POINT (141.1555871 39.5544556),"紫波町, 紫波郡, 岩手県, 日本"
島岡吉郎,高森町,103811.0,長野県,POINT (137.8783608 35.5515501),"高森町, 下伊那郡, 長野県, 日本"
野田秀樹,西海市,103354.0,長崎県,POINT (129.6430585 32.9331936),"西海市, 長崎県, 日本"
坂本誠志郎,養父市,103211.0,兵庫県,POINT (134.7674637 35.4044647),"養父市, 兵庫県, 日本"
山村新治郎 (11代目),香取市,102889.0,千葉県,POINT (140.4992787 35.8978273),"香取市, 千葉県, 日本"
オナイウ阿道,神川町,102619.0,埼玉県,POINT (139.1019026 36.2134738),"神川町, 児玉郡, 埼玉県, 367-0301, 日本"
古内東子,大崎市,100956.0,宮城県,POINT (140.955454 38.5770889),"大崎市, 宮城県, 日本"
モロ師岡,八街市,100500.0,千葉県,POINT (140.3178646 35.6658607),"八街市, 千葉県, 日本"
川端慎吾,貝塚市,99983.0,大阪府,POINT (135.360043 34.432856),"貝塚市, 大阪府, 日本"
吉本隆明,苓北町,99835.0,熊本県,POINT (130.0692295 32.4862145),"苓北町, 天草郡, 熊本県, 863-2503, 日本"
藪恵壹,御浜町,99579.0,三重県,POINT (136.0549851 33.8315663),"御浜町, 南牟婁郡, 三重県, 519-5204, 日本"
洗平竜也,六戸町,99514.0,青森県,POINT (141.3250672 40.6094491),"六戸町, 上北郡, 青森県, 日本"
於大の方,東浦町,99347.0,愛知県,POINT (136.94766 34.969519),"東浦町, 知多郡, 愛知県, 日本"
堀悌吉,杵築市,98123.0,大分県,POINT (131.6217599 33.416849),"杵築市, 大分県, 日本"
伊藤理佐,原村,97915.0,長野県,POINT (138.2438637 35.9700234),"原村, 諏訪郡, 長野県, 391-0104, 日本"
大村秀章,碧南市,97410.0,愛知県,POINT (136.984523 34.86505),"碧南市, 愛知県, 447-0027, 日本"
松平信綱,伊奈町,97379.0,埼玉県,POINT (139.6240878 36.0001322),"伊奈町, 北足立郡, 埼玉県, 日本"
魁皇博之,神戸町,97370.0,岐阜県,POINT (136.6086526 35.4162761),"神戸町, 安八郡, 岐阜県, 503-2392, 日本"
斉藤鉄夫,邑南町,97206.0,島根県,POINT (132.437954 34.893904),"邑南町, 邑智郡, 島根県, 697-0631, 日本"
左幸子,朝日町,96239.0,富山県,POINT (137.5594579 36.945664),"朝日町, 下新川郡, 富山県, 日本"
鳥羽潤,有田市,95156.0,和歌山県,POINT (135.1278229 34.0832764),"有田市, 和歌山県, 日本"
升田幸三,坂町,95083.0,広島県,POINT (132.514867 34.314088),"坂町, 安芸郡, 広島県, 日本"
北澤豪,箕輪町,94994.0,長野県,POINT (137.9804917 35.9162209),"箕輪町, 上伊那郡, 長野県, 日本"
吾妻ひでお,浦幌町,94914.0,北海道,POINT (143.6583631 42.8085943),"浦幌町, 十勝郡, 十勝総合振興局, 北海道, 日本"
古賀誠,みやま市,94879.0,福岡県,POINT (130.4746267 33.1523675),"みやま市, 福岡県, 日本"
道摩法師,佐用町,94846.0,兵庫県,POINT (134.3560128 35.0042671),"佐用町, 佐用郡, 兵庫県, 日本"
中村あずさ,松田町,94793.0,神奈川県,POINT (139.1339255 35.3592362),"松田町, 足柄上郡, 神奈川県, 日本"
ライオネス飛鳥,蓮田市,93579.0,埼玉県,POINT (139.6632547 35.994092),"蓮田市, 埼玉県, 日本"
金栗四三,和水町,93506.0,熊本県,POINT (130.609985 33.0286345),"和水町, 玉名郡, 熊本県, 861-0912, 日本"
宮國椋丞,糸満市,93337.0,沖縄県,POINT (127.686066 26.106017),"糸満市, 沖縄県, 日本"
小倉久寛,大紀町,92910.0,三重県,POINT (136.4088915 34.3092888),"大紀町, 度会郡, 三重県, 519-3111, 日本"
三國清三,増毛町,92588.0,北海道,POINT (141.5255538 43.856006),"増毛町, 増毛郡, 留萌振興局, 北海道, 日本"
奥寺康彦,鹿角市,91325.0,秋田県,POINT (140.7882193 40.2157445),"鹿角市, 秋田県, 018-5202, 日本"
河村建夫,萩市,91245.0,山口県,POINT (131.399194 34.4074815),"萩市, 山口県, 日本"
豆原一成,真庭市,90388.0,岡山県,POINT (133.7532375 35.075681),"真庭市, 岡山県, 日本"
石川歩,魚津市,90143.0,富山県,POINT (137.4182725 36.8170731),"魚津市, 富山県, 日本"
神近市子,佐々町,89829.0,長崎県,POINT (129.6483486 33.2175801),"佐々町, 北松浦郡, 長崎県, 日本"
根本悠楓,白老町,89563.0,北海道,POINT (141.3558669 42.5514527),"白老町, 白老郡, 胆振総合振興局, 北海道, 日本"
機動警察パトレイバーの登場人物,釜石市,89352.0,岩手県,POINT (141.8858151 39.2757463),"釜石市, 岩手県, 日本"
岩政大樹,周防大島町,88701.0,山口県,POINT (132.196115 33.928304),"周防大島町, 大島郡, 山口県, 742-2806, 日本"
伊吹吾郎,八雲町,88654.0,北海道,POINT (140.2649322 42.2558309),"八雲町, 二海郡, 渡島総合振興局, 北海道, 日本"
田村智子,小諸市,88593.0,長野県,POINT (138.4259718 36.3272526),"小諸市, 長野県, 日本"
藤田伸二,新冠町,88298.0,北海道,POINT (142.318457 42.3622851),"新冠町, 新冠郡, 日高振興局, 北海道, 日本"
渡辺淳一,上砂川町,88260.0,北海道,POINT (141.9842745 43.4825515),"上砂川町, 空知郡, 空知総合振興局, 北海道, 日本"
橋本五郎,三種町,88002.0,秋田県,POINT (140.005199 40.1015528),"三種町, 山本郡, 秋田県, 日本"
田口彩夏,東海村,87937.0,茨城県,POINT (140.5662106 36.4726607),"東海村, 那珂郡, 茨城県, 日本"
相米慎二,田子町,87877.0,青森県,POINT (141.1523602 40.3400147),"田子町, 三戸郡, 青森県, 日本"
銀色夏生,えびの市,87680.0,宮崎県,POINT (130.8109782 32.0454996),"えびの市, 宮崎県, 889-4306, 日本"
レオナルド熊,新十津川町,87570.0,北海道,POINT (141.877104 43.5484808),"新十津川町, 樺戸郡, 空知総合振興局, 北海道, 日本"
土井正博,柏原市,86922.0,大阪府,POINT (135.635035 34.59077),"柏原市, 大阪府, 日本"
瀬々敬久,豊後高田市,86645.0,大分県,POINT (131.4469025 33.5562136),"豊後高田市, 大分県, 879-0628, 日本"
道上洋三,平生町,85839.0,山口県,POINT (132.073375 33.9380958),"平生町, 熊毛郡, 山口県, 日本"
城之内早苗,神栖市,85417.0,茨城県,POINT (140.6645754 35.8898999),"神栖市, 茨城県, 日本"
北村晴男,千曲市,85400.0,長野県,POINT (138.120123 36.5336984),"千曲市, 長野県, 日本"
唐川侑己,成田市,84922.0,千葉県,POINT (140.3183376 35.7767683),"成田市, 千葉県, 日本"
島田歌穂,美深町,84879.0,北海道,POINT (142.3429919 44.4810857),"美深町, 中川郡(天塩国), 上川総合振興局, 北海道, 098-2366, 日本"
酒井藍,田原本町,84735.0,奈良県,POINT (135.7945539 34.5566703),"田原本町, 磯城郡, 奈良県, 636-0392, 日本"
鹿内春雄,由仁町,84132.0,北海道,POINT (141.7906132 42.9995039),"由仁町, 夕張郡, 空知総合振興局, 北海道, 日本"
大鳥圭介,上郡町,83394.0,兵庫県,POINT (134.3650286 34.8751829),"上郡町, 赤穂郡, 兵庫県, 678-1231, 日本"
島崎俊郎,亀岡市,83302.0,京都府,POINT (135.5733728 35.0134403),"亀岡市, 京都府, 日本"
坪井慶介,多摩市,83036.0,東京都,POINT (139.443503 35.637188),"多摩市, 東京都, 日本"
桑田靖子,直方市,82679.0,福岡県,POINT (130.7297462 33.743936),"直方市, 福岡県, 日本"
